CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,fragrance_family,all_descriptors
491-07-6,"d,l-isomenthone",herbal,fresh,minty,herbal,"['herbal', 'fresh', 'minty']"
"7705-14-8
(6876-12-6)","d,l-limonene (isomer unspecified)",citrus,fresh,herbal,citrus,"['citrus', 'fresh', 'herbal']"
1490-04-6,"d,l-menthol (isomer unspecified)",minty,fresh,cooling,minty,"['minty', 'fresh', 'cooling']"
63187-91-7,"d,l-menthone 1,2-glycerol ketal",minty,cooling,sweet,minty,"['minty', 'cooling', 'sweet']"
59-51-8,"d,l-methionine",sulfurous,acidic,dry,sulfurous,"['sulfurous', 'acidic', 'dry']"
7785-70-8,d-.alpha.-pinene,herbal,terpenic,aromatic,herbal,"['herbal', 'terpenic', 'aromatic']"
7785-53-7,d-.alpha.-terpineol,herbal,floral,pine,herbal,"['herbal', 'floral', 'pine']"
1195-92-2,"d-8-p-menthene-1,2-epoxide",citrus,minty,fresh,citrus,"['citrus', 'minty', 'fresh']"
7785-54-8,d-alpha-terpineol acetate,floral,sweet,fresh,floral,"['floral', 'sweet', 'fresh']"
8016-03-3,davana oil,fruity,sweet,herbal,fruity,"['fruity', 'sweet', 'herbal']"
464-49-3,d-camphor,minty,camphoraceous,menthol,minty,"['minty', 'camphoraceous', 'menthol']"
2244-16-8,d-carvone,herbal,fresh,spicy,herbal,"['herbal', 'fresh', 'spicy']"
25225-10-9,d-cyclocitronellene acetate,floral,rose,fruity,floral,"['floral', 'rose', 'fruity']"
825-51-4,decahydro-beta-naphthol,floral,muguet,clean,floral,"['floral', 'muguet', 'clean']"
10519-11-6,decahydro-beta-naphthyl acetate,woody,fruity,floral,woody,"['woody', 'fruity', 'floral']"
10519-12-7,decahydro-beta-naphthyl formate,woody,dry,floral,woody,"['woody', 'dry', 'floral']"
68480-11-5,"decahydrospiro[furan-2(3h),5'-[4,7]methano[5h]indene]",citrus,dry,grapefruit,citrus,"['citrus', 'dry', 'grapefruit']"
112-31-2,decanal,aldehydic,orange,green,aldehydic,"['aldehydic', 'orange', 'green']"
7779-41-1,decanal dimethyl acetal,floral,waxy,citrus,floral,"['floral', 'waxy', 'citrus']"
67874-67-3,decanal-methylanthranilate (schiff base),floral,fresh,oily,floral,"['floral', 'fresh', 'oily']"
1975-78-6,decanenitrile,citrus,tropical-fruit,green,citrus,"['citrus', 'tropical-fruit', 'green']"
334-48-5,decanoic acid,acidic,creamy,buttery,acidic,"['acidic', 'creamy', 'buttery']"
112-17-4,decyl acetate,fruity,floral,apple,fruity,"['fruity', 'floral', 'apple']"
7289-52-3,decyl methyl ether,ozonic,fresh,clean,ozonic,"['ozonic', 'fresh', 'clean']"
5454-19-3,decyl propionate,fruity,oily,pear,fruity,"['fruity', 'oily', 'pear']"
68606-82-6,deer tongue pyrogenated,powdery,coumarin,tobacco,powdery,"['powdery', 'coumarin', 'tobacco like']"
57378-68-4,"delta-1-(2,6,6-trimethyl-3-cyclohexen-1-yl)-2-buten-1-one",fruity,apple,rose,fruity,"['fruity', 'apple', 'rose']"
13466-78-9,delta-3-carene,herbal,green,pine,herbal,"['herbal', 'green', 'pine']"
705-86-2,delta-decalactone,gourmand,creamy,coconut,gourmand,"['gourmand', 'creamy', 'coconut']"
713-95-1,delta-dodecalactone,fruity,milky,nutty,fruity,"['fruity', 'milky', 'nutty']"
823-22-3,delta-hexalactone,fruity,coconut,creamy,fruity,"['fruity', 'coconut', 'creamy']"
698-76-0,delta-octalactone,fruity,coconut,minty,fruity,"['fruity', 'coconut', 'minty']"
2721-22-4,delta-tetradecalactone,fruity,creamy,coconut,fruity,"['fruity', 'creamy', 'coconut']"
710-04-3,delta-undecalactone,fruity,peach,creamy,fruity,"['fruity', 'peach', 'creamy']"
4695-62-9,d-fenchone,herbal,camphoraceous,aromatic,herbal,"['herbal', 'camphoraceous', 'aromatic']"
431-03-8,diacetyl,food like,buttery,creamy,food like,"['food like', 'buttery', 'creamy']"
103-50-4,dibenzyl ether,powdery,sweet,floral,powdery,"['powdery', 'sweet', 'floral']"
72903-27-6,"diethyl 1,4-cyclohexane dicarboxylate",fruity,raspberry,apple,fruity,"['fruity', 'raspberry', 'apple']"
96-22-0,diethyl ketone,fruity,apple,light,fruity,"['fruity', 'apple', 'light']"
105-53-3,diethyl malonate,fruity,green,apple,fruity,"['fruity', 'green', 'apple']"
123-25-1,diethyl succinate,fruity,apple,pear,fruity,"['fruity', 'apple', 'pear']"
68845-36-3,diethyldimethylcyclohex-2-en-1-one,herbal,warm,woody,herbal,"['herbal', 'warm', 'woody']"
19139-31-2,dihexyl fumarate,floral,green,magnolia,floral,"['floral', 'green', 'magnolia']"
32480-08-3,dihydro farnesal,aldehydic,green,floral,aldehydic,"['aldehydic', 'green', 'floral']"
26252-11-9,dihydro-.beta.-terpinyl acetate,herbal,pine,minty,herbal,"['herbal', 'pine', 'minty']"
13720-12-2,dihydro-.gamma.-ionone,woody,amber,earthy,woody,"['woody', 'amber', 'earthy']"
33673-62-0,dihydro-4-methyl-5-pentylfuran-2(3h)-one,floral,lactonic,tuberose,floral,"['floral', 'lactonic', 'tuberose']"
31499-72-6,dihydro-alpha-ionone,floral,orris,woody,floral,"['floral', 'orris', 'woody']"
498-81-7,dihydro-alpha-terpineol,floral,citrus,pine,floral,"['floral', 'citrus', 'pine']"
80-25-1,dihydro-alpha-terpinyl acetate,citrus,floral,fresh,citrus,"['citrus', 'floral', 'fresh']"
3293-47-8,dihydro-beta-ionol,woody,floral,amber,woody,"['woody', 'floral', 'amber']"
17283-81-7,dihydro-beta-ionone,floral,orris,cedarwood,floral,"['floral', 'orris', 'cedarwood']"
619-01-2,dihydrocarveol (isomer unspecified),aromatic,spearmint,herbal,aromatic,"['aromatic', 'spearmint', 'herbal']"
38049-26-2,"dihydrocarveol (r,r,r)",woody,sweet,balsamic,woody,"['woody', 'sweet', 'balsamic']"
20777-49-5,dihydrocarvyl acetate,floral,rose,cumin,floral,"['floral', 'rose', 'cumin']"
119-84-6,dihydrocoumarin,tobacco like,coumarin,coconut,tobacco like,"['tobacco like', 'coumarin', 'coconut']"
1209-61-6,dihydroisocaryophyllene epoxide,woody,spicy,tobacco,woody,"['woody', 'spicy', 'tobacco like']"
95-41-0,dihydroisojasmone,floral,jasmin,celery,floral,"['floral', 'jasmin', 'celery']"
2436-90-0,dihydromyrcene,herbal,citrus,lime,herbal,"['herbal', 'citrus', 'lime']"
18479-58-8,dihydromyrcenol,citrus,fresh,floral,citrus,"['citrus', 'fresh', 'floral']"
53767-93-4,dihydromyrcenyl acetate,citrus,bergamot,lime,citrus,"['citrus', 'bergamot', 'lime']"
20489-53-6,dihydronootkatone,citrus,fruity,grapefruit,citrus,"['citrus', 'fruity', 'grapefruit']"
473-55-2,dihydropinene,herbal,pine,green,herbal,"['herbal', 'pine', 'green']"
94-58-6,dihydrosafrole,spicy,sweet,floral,spicy,"['spicy', 'sweet', 'floral']"
58985-18-5,dihydroterpinyl acetate,herbal,pine,citrus,herbal,"['herbal', 'pine', 'citrus']"
8006-75-5,dill seed oil,herbal,green,anisic,herbal,"['herbal', 'green', 'anisic']"
624-92-0,dimethyl disulfide,sulfurous,onion,cabbage,sulfurous,"['sulfurous', 'onion', 'cabbage']"
106-65-0,dimethyl succinate,fruity,sweet,floral,fruity,"['fruity', 'sweet', 'floral']"
75-18-3,dimethyl sulfide,sulfurous,vegetable,food like,sulfurous,"['sulfurous', 'vegetable', 'food like']"
3658-80-8,dimethyl trisulfide,sulfurous,onion,savoury,sulfurous,"['sulfurous', 'onion', 'savoury']"
68737-61-1,dimethylcyclohex-3-ene-1-carbaldehyde (isomer mixture),green,grassy,citrus,green,"['green', 'grassy', 'citrus']"
27939-60-2,dimethylcyclohex-3-ene-1-carbaldehyde (isomer unspecified),green,grassy,citrus,green,"['green', 'grassy', 'citrus']"
532-87-6,dimyrcene,herbal,aromatic,citrus,herbal,"['herbal', 'aromatic', 'citrus']"
101-84-8,diphenyl ether,floral,sweet,green,floral,"['floral', 'sweet', 'green']"
101-81-5,diphenylmethane,green,floral,sweet,green,"['green', 'floral', 'sweet']"
629-19-6,dipropyl disulfide,sulfurous,onion,green,sulfurous,"['sulfurous', 'onion', 'green']"
21368-68-3,dl-camphor,herbal,camphoraceous,rosemary,herbal,"['herbal', 'camphoraceous', 'rosemary']"
106-22-9,dl-citronellol,floral,rose,citrus,floral,"['floral', 'rose', 'citrus']"
5989-27-5,d-limonene,citrus,fresh,herbal,citrus,"['citrus', 'fresh', 'herbal']"
126-90-9,d-linalool,floral,lavender,petitgrain,floral,"['floral', 'lavender', 'petitgrain']"
138-86-3,dl-limonene (racemic),citrus,fresh,herbal,citrus,"['citrus', 'fresh', 'herbal']"
1074-95-9,dl-menthone,minty,cooling,sweet,minty,"['minty', 'cooling', 'sweet']"
29066-34-0,dl-menthyl acetate,minty,sweet,fresh,minty,"['minty', 'sweet', 'fresh']"
3623-51-6,dl-neomenthol,minty,fresh,aromatic,minty,"['minty', 'fresh', 'aromatic']"
15356-60-2,d-menthol,minty,fresh,cooling,minty,"['minty', 'fresh', 'cooling']"
57345-19-4,"dodecahydro-3,8,8,11a-tetramethyl-5h-3,5a-epoxynaphth[2,1-c]oxepin",woody,amber,dry,woody,"['woody', 'amber', 'dry']"
14620-52-1,dodecanal dimethyl acetal,green,fresh,waxy,green,"['green', 'fresh', 'waxy']"
2437-25-4,dodecanenitrile,citrus,orange,mandarin,citrus,"['citrus', 'orange', 'mandarin']"
68527-06-0,"dodecene, hydroformylation products",aldehydic,fresh,herbal,aldehydic,"['aldehydic', 'fresh', 'herbal']"
6283-92-7,dodecyl lactate,gourmand,buttery,creamy,gourmand,"['gourmand', 'buttery', 'creamy']"
6091-50-5,d-piperitone,minty,cooling,herbal,minty,"['minty', 'cooling', 'herbal']"
89-82-7,d-pulegone,minty,aromatic,herbal,minty,"['minty', 'aromatic', 'herbal']"
8023-89-0,elemi absolute,citrus,fresh,spicy,citrus,"['citrus', 'fresh', 'spicy']"
639-99-6,elemol,woody,resinous,balsamic,woody,"['woody', 'resinous', 'balsamic']"
28462-85-3,"endo-1,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-ol",green,mossy,earthy,green,"['green', 'mossy', 'earthy']"
5579-78-2,epsilon-decalactone,gourmand,sweet,tonka,gourmand,"['gourmand', 'sweet', 'tonka']"
140-67-0,estragole,herbal,anisic,tarragon,herbal,"['herbal', 'anisic', 'tarragon']"
111850-00-1,"ethaneperoxoic acid, reaction products with aluminum isopropoxide and 1,5,10-
trimethyl-1,5,9-cyclododecatriene",woody,cedarwood,amber,woody,"['woody', 'cedarwood', 'amber']"
854737-10-3,"ethanone, 1-(2,3-dimethylbicyclo[2.2.1]hept-2-yl)-",aromatic,woody,camphoraceous,aromatic,"['aromatic', 'woody', 'camphoraceous']"
32669-00-4,"ethanone, 1-(3-cycloocten-1-yl)-",herbal,fruity,artemisia,herbal,"['herbal', 'fruity', 'artemisia']"
70801-04-6,"ethanone, 1-(4,11,11,-trimethyl-8-methylenebicyclo[7.2.0]undec-4-enyl)-[1r-(1a,4e,9b]",woody,earthy,carrot,woody,"['woody', 'earthy', 'carrot']"
185429-83-8,"ethanone, 1-[(1r,2s)-1,2,3,4,5,6,7,8-octahydro-1,2,8,8-tetramethyl-2-naphthalenyl]-,
rel-",woody,amber,floral,woody,"['woody', 'amber', 'floral']"
80657-64-3,"ethyl (3a.alpha.,4.alpha.,7.alpha.,7a.alpha.)-octahydro-4,7-methano-3ah-indene-3a-
carboxylate",fruity,sweet,apple,fruity,"['fruity', 'sweet', 'apple']"
80623-07-0,"ethyl (3a.alpha.,4.beta.,7.beta.,7a.alpha.)-octahydro-4,7-methano-3ah-indene-3a-
carboxylate",fruity,sweet,floral,fruity,"['fruity', 'sweet', 'floral']"
26553-46-8,ethyl (e)hex-3-enoate,fruity,passionfruit,pineapple,fruity,"['fruity', 'passionfruit', 'pineapple']"
687-47-8,ethyl (l)-lactate,gourmand,creamy,ethereal,gourmand,"['gourmand', 'creamy', 'ethereal']"
67028-40-4,ethyl (p-tolyloxy)acetate,fruity,almond,cherry,fruity,"['fruity', 'almond', 'cherry']"
692-86-4,ethyl 10-undecenoate,fruity,waxy,oily,fruity,"['fruity', 'waxy', 'oily']"
97-41-6,"ethyl 2,2,-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",herbal,fruity,floral,herbal,"['herbal', 'fruity', 'floral']"
77851-07-1,"ethyl 2,3,6,6-tetramethylcyclohex-2-ene-1-carboxylate",fruity,rose,spicy,fruity,"['fruity', 'rose', 'spicy']"
93981-50-1,"ethyl 2,3,6-trimethylcyclohexyl carbonate",floral,rose,leathery,floral,"['floral', 'rose', 'leathery']"
78417-28-4,"ethyl 2,4,7-decatrienoate",green,fatty,potato,green,"['green', 'fatty', 'potato']"
6290-17-1,"ethyl 2,4-dimethyldioxolane-2-acetate",fruity,strawberry,apple,fruity,"['fruity', 'strawberry', 'apple']"
35044-59-8,"ethyl 2,6,6-trimethylcyclohexa-1,3-ene-1-carboxylate",herbal,floral,apple,herbal,"['herbal', 'floral', 'apple']"
68228-09-1,"ethyl 2-[[[2,4(or3,5)-dimethyl-3-cyclohexen-1-yl]methyl]amino]benzoate",green,grassy,fresh,green,"['green', 'grassy', 'fresh']"
94108-09-5,"ethyl 2-[[[4-(1,1-dimethylethyl)phenyl]methylene]amino]benzoate",aldehydic,floral,herbal,aldehydic,"['aldehydic', 'floral', 'herbal']"
94333-50-3,"ethyl 2-ethyl-3,6,6-trimethylcyclohexenecarboxylate",fruity,floral,tropical-fruit,fruity,"['fruity', 'floral', 'tropical-fruit']"
57934-97-1,"ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate",floral,spicy,fruity,floral,"['floral', 'spicy', 'fruity']"
2983-37-1,ethyl 2-ethylhexanoate,earthy,orris,herbal,earthy,"['earthy', 'orris', 'herbal']"
29214-60-6,ethyl 2-hexylacetoacetate,floral,jasmin,green,floral,"['floral', 'jasmin', 'green']"
19788-49-9,ethyl 2-mercaptopropionate,sulfurous,green,onion,sulfurous,"['sulfurous', 'green', 'onion']"
7335-26-4,ethyl 2-methoxybenzoate,floral,ylang,fruity,floral,"['floral', 'ylang', 'fruity']"
64988-06-3,ethyl 2-methoxybenzyl ether,green,spicy,rose,green,"['green', 'spicy', 'rose']"
6413-10-1,"ethyl 2-methyl-1,3-dioxolane-2-acetate",fruity,apple,melon,fruity,"['fruity', 'apple', 'melon']"
55514-48-2,ethyl 2-methyl-2-butenoate,green,pear,grape,green,"['green', 'pear', 'grape']"
60523-21-9,"ethyl 2-methyl-3,4-pentadienoate",fruity,apple,plum,fruity,"['fruity', 'apple', 'plum']"
1617-23-8,ethyl 2-methyl-3-pentenoate,fruity,berry,green,fruity,"['fruity', 'berry', 'green']"
59151-19-8,ethyl 2-methyl-4-oxo-6-pentylcyclohex-2-ene-1-carboxylate,floral,jasmin,honeysuckle,floral,"['floral', 'jasmin', 'honeysuckle']"
53399-81-8,ethyl 2-methyl-4-pentenoate,fruity,banana,tropical-fruit,fruity,"['fruity', 'banana', 'tropical-fruit']"
7452-79-1,ethyl 2-methylbutyrate,fruity,strawberry,peach,fruity,"['fruity', 'strawberry', 'peach']"
39255-32-8,ethyl 2-methylpentanoate,fruity,sweet,apple,fruity,"['fruity', 'sweet', 'apple']"
67801-64-3,ethyl 2-tert-butylcyclohexyl carbonate,spicy,woody,floral,spicy,"['spicy', 'woody', 'floral']"
10031-90-0,ethyl 3(2-furyl)propanoate,fruity,sweet,balsamic,fruity,"['fruity', 'sweet', 'balsamic']"
67707-75-9,"ethyl 3,5,5-trimethylhexanoate",fruity,apple,green,fruity,"['fruity', 'apple', 'green']"
13058-12-3,"ethyl 3,7-dimethylocta-2,6-dienoate",floral,grape,green,floral,"['floral', 'grape', 'green']"
2396-83-0,ethyl 3-hexenoate,gourmand,pineapple,green,gourmand,"['gourmand', 'pineapple', 'green']"
5764-85-2,ethyl 3-hydroxy-3-phenylpropionate,fruity,strawberry,dry,fruity,"['fruity', 'strawberry', 'dry']"
5405-41-4,ethyl 3-hydroxybutyrate,fruity,green,grape,fruity,"['fruity', 'green', 'grape']"
2305-25-1,ethyl 3-hydroxyhexanoate,fruity,tropical-fruit,citrus,fruity,"['fruity', 'tropical-fruit', 'citrus']"
13327-56-5,ethyl 3-methylthiopropionate,fruity,sulfurous,pineapple,fruity,"['fruity', 'sulfurous', 'pineapple']"
121-39-1,ethyl 3-phenylglycidate,fruity,sweet,strawberry,fruity,"['fruity', 'sweet', 'strawberry']"
2021-28-5,ethyl 3-phenylpropionate,floral,hyacinth,rose,floral,"['floral', 'hyacinth', 'rose']"
1968-40-7,ethyl 4-pentenoate,fruity,green,herbal,fruity,"['fruity', 'green', 'herbal']"
35044-58-7,"ethyl 6,6-dimethyl-2-methylenecyclohex-3-enecarboxylate",fruity,plum,tobacco,fruity,"['fruity', 'plum', 'tobacco like']"
141-78-6,ethyl acetate,fruity,pear,apple,fruity,"['fruity', 'pear', 'apple']"
141-97-9,ethyl acetoacetate,fruity,green,apple,fruity,"['fruity', 'green', 'apple']"
87-25-2,ethyl anthranilate,floral,grape,neroli,floral,"['floral', 'grape', 'neroli']"
93-89-0,ethyl benzoate,floral,medicinal,fruity,floral,"['floral', 'medicinal', 'fruity']"
94-02-0,ethyl benzoylacetate,fruity,sweet,powdery,fruity,"['fruity', 'sweet', 'powdery']"
105-54-4,ethyl butyrate,fruity,sweet,raspberry,fruity,"['fruity', 'sweet', 'raspberry']"
103-36-6,ethyl cinnamate,spicy,cinnamon,balsamic,spicy,"['spicy', 'cinnamon', 'balsamic']"
34495-71-1,ethyl cis-4-octenoate,fruity,fresh,juicy,fruity,"['fruity', 'fresh', 'juicy']"
5452-75-5,ethyl cyclohexylacetate,floral,fruity,pear,floral,"['floral', 'fruity', 'pear']"
110-38-3,ethyl decanoate,fruity,sweet,brandy,fruity,"['fruity', 'sweet', 'brandy']"
109-94-4,ethyl formate,fruity,apple,pineapple,fruity,"['fruity', 'apple', 'pineapple']"
32659-21-5,ethyl geranate,woody,rose,green,woody,"['woody', 'rose', 'green']"
106-30-9,ethyl heptanoate,fruity,sweet,plum,fruity,"['fruity', 'sweet', 'plum']"
123-66-0,ethyl hexanoate,fruity,pineapple,banana,fruity,"['fruity', 'pineapple', 'banana']"
118-60-5,ethyl hexyl salicylate,floral,aromatic,balsamic,floral,"['floral', 'aromatic', 'balsamic']"
97-62-1,ethyl isobutyrate,fruity,sweet,apple,fruity,"['fruity', 'sweet', 'apple']"
108-64-5,ethyl isovalerate,fruity,berry,pineapple,fruity,"['fruity', 'berry', 'pineapple']"
97-64-3,ethyl lactate,fruity,caramel,coconut,fruity,"['fruity', 'caramel', 'coconut']"
106-33-2,ethyl laurate,floral,aldehydic,sweet,floral,"['floral', 'aldehydic', 'sweet']"
539-88-8,ethyl levulinate,fruity,fresh,green,fruity,"['fruity', 'fresh', 'green']"
544-35-4,ethyl linoleate,fruity,oily,waxy,fruity,"['fruity', 'oily', 'waxy']"
4940-11-8,ethyl maltol,gourmand,sweet,caramel,gourmand,"['gourmand', 'sweet', 'caramel']"
77-83-8,ethyl methylphenylglycidate,fruity,strawberry,floral,fruity,"['fruity', 'strawberry', 'floral']"
124-06-1,ethyl myristate,floral,waxy,violet,floral,"['floral', 'waxy', 'violet']"
123-29-5,ethyl nonanoate,fruity,rose,tropical-fruit,fruity,"['fruity', 'rose', 'tropical-fruit']"
2351-90-8,ethyl oct-2-enoate,fruity,green,pineapple,fruity,"['fruity', 'green', 'pineapple']"
106-32-1,ethyl octanoate,fruity,fresh,pineapple,fruity,"['fruity', 'fresh', 'pineapple']"
111-62-6,ethyl oleate,acidic,fatty,waxy,acidic,"['acidic', 'fatty', 'waxy']"
628-97-7,ethyl palmitate,gourmand,waxy,creamy,gourmand,"['gourmand', 'waxy', 'creamy']"
94-30-4,ethyl p-anisate,anisic,licorice,powdery,anisic,"['anisic', 'licorice', 'powdery']"
1817-90-9,ethyl phenethyl ether,floral,green,fresh,floral,"['floral', 'green', 'fresh']"
2555-49-9,ethyl phenoxyacetate,floral,green,rose,floral,"['floral', 'green', 'rose']"
2114-29-6,ethyl phenyl carbinyl acetate,floral,green,rose,floral,"['floral', 'green', 'rose']"
101-97-3,ethyl phenylacetate,fruity,berry,honey,fruity,"['fruity', 'berry', 'honey']"
105-37-3,ethyl propionate,fruity,apple,pear,fruity,"['fruity', 'apple', 'pear']"
22719-81-9,ethyl p-tolyl carbonate,floral,narcissus,warm,floral,"['floral', 'narcissus', 'warm']"
617-35-6,ethyl pyruvate,fruity,oily,sweet,fruity,"['fruity', 'oily', 'sweet']"
35044-57-6,ethyl safranate,floral,rose,fruity,floral,"['floral', 'rose', 'fruity']"
118-61-6,ethyl salicylate,floral,fruity,sweet,floral,"['floral', 'fruity', 'sweet']"
2396-84-1,ethyl sorbate,fruity,pineapple,green,fruity,"['fruity', 'pineapple', 'green']"
5837-78-5,ethyl tiglate,fruity,sweet,tropical-fruit,fruity,"['fruity', 'sweet', 'tropical-fruit']"
3025-30-7,"ethyl trans-2,cis-4-decadienoate",fruity,pear,melon,fruity,"['fruity', 'pear', 'melon']"
623-70-1,ethyl trans-2-butenoate,fruity,tropical-fruit,caramel,fruity,"['fruity', 'tropical-fruit', 'caramel']"
10544-63-5,ethyl trans-2-butenoate,fruity,tropical-fruit,caramel,fruity,"['fruity', 'tropical-fruit', 'caramel']"
7367-88-6,ethyl trans-2-decenoate,fruity,green,apple,fruity,"['fruity', 'green', 'apple']"
27829-72-7,ethyl trans-2-hexenoate,fruity,juicy,green,fruity,"['fruity', 'juicy', 'green']"
76649-16-6,ethyl trans-4-decenoate,green,pear,oily,green,"['green', 'pear', 'oily']"
539-82-2,ethyl valerate,fruity,pineapple,tropical-fruit,fruity,"['fruity', 'pineapple', 'tropical-fruit']"
121-32-4,ethyl vanillin,gourmand,vanilla,caramel,gourmand,"['gourmand', 'vanilla', 'caramel']"
188417-26-7,ethyl vanillin isobutyrate,gourmand,sweet,chocolate,gourmand,"['gourmand', 'sweet', 'chocolate']"
68527-76-4,ethyl vanillin propylene glycol acetal,gourmand,spicy,vanilla,gourmand,"['gourmand', 'spicy', 'vanilla']"
67952-68-5,"ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",earthy,woody,mossy,earthy,"['earthy', 'woody', 'mossy']"
105-95-3,ethylene brassylate,musk like,soft,floral,musk like,"['musk like', 'soft', 'floral']"
54982-83-1,ethylene dodecanedioate,musk like,powdery,fruity,musk like,"['musk like', 'powdery', 'fruity']"
470-82-6,eucalyptol,herbal,camphoraceous,minty,herbal,"['herbal', 'camphoraceous', 'minty']"
8000-48-4,eucalyptus absolute,herbal,camphoraceous,aromatic,herbal,"['herbal', 'camphoraceous', 'aromatic']"
85203-56-1,eucalyptus citriodora oil,herbal,fresh,citrus,herbal,"['herbal', 'fresh', 'citrus']"
68991-29-7,"eucalyptus citriodora oil, acetylated",herbal,eucalyptus,lemongrass,herbal,"['herbal', 'eucalyptus', 'lemongrass']"
97926-40-4,eucalyptus globulus absolute,herbal,camphoraceous,aromatic,herbal,"['herbal', 'camphoraceous', 'aromatic']"
92201-64-4,eucalyptus radiata oil,herbal,camphoraceous,aromatic,herbal,"['herbal', 'camphoraceous', 'aromatic']"
97-53-0,eugenol,spicy,clove,floral,spicy,"['spicy', 'clove', 'floral']"
93-28-7,eugenyl acetate,floral,spicy,fruity,floral,"['floral', 'spicy', 'fruity']"
93-15-2,eugenyl methyl ether,spicy,clove,tea,spicy,"['spicy', 'clove', 'tea']"
10402-33-2,eugenyl phenylacetate,spicy,floral,honey,spicy,"['spicy', 'floral', 'honey']"
1137739-11-7,evodia rutaecarpa oil,green,sharp,fruity,green,"['green', 'sharp', 'fruity']"
7070-15-7,"exo-2-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)oxy]ethanol",woody,cedarwood,pine,woody,"['woody', 'cedarwood', 'pine']"
19317-11-4,farnesal,minty,floral,aldehydic,minty,"['minty', 'floral', 'aldehydic']"
